ASSET_ID,DIVISION_NAME,SURFACE_TYPE,AREA,PERIMETER,Location
PLAR621,ACTON,RUBBER SURFACE,21,25,"(-35.292492, 149.101334)"
PLGR492,ACTON,,7781,383,"(-35.292271, 149.101151)"
PLAR606,ACTON,RUBBER SURFACE,311,78,"(-35.292494, 149.100815)"
PLAR605,ACTON,RUBBER SURFACE,641,196,"(-35.292143, 149.101257)"
PLAR44,AINSLIE,TANBARK SURFACE,344,68,"(-35.263920, 149.137680)"
PLGR489,AINSLIE,,2497,178,"(-35.261673, 149.144196)"
PLGR4,AINSLIE,,2579,182,"(-35.253391, 149.156319)"
PLGR32,AINSLIE,,2965,194,"(-35.263920, 149.137680)"
PLGR1,AINSLIE,,5099,328,"(-35.268574, 149.141663)"
PLGR3,AINSLIE,,2731,185,"(-35.257801, 149.149445)"
PLAR602,AINSLIE,TANBARK SURFACE,185,55,"(-35.261673, 149.144196)"
PLAR8,AINSLIE,TANBARK SURFACE,196,56,"(-35.253391, 149.156311)"
PLAR7,AINSLIE,TANBARK SURFACE,281,60,"(-35.257801, 149.149452)"
PLAR5,AINSLIE,TANBARK SURFACE,65,32,"(-35.268848, 149.141373)"
PLAR4,AINSLIE,TANBARK SURFACE,129,41,"(-35.268799, 149.141754)"
PLAR2,AINSLIE,TANBARK SURFACE,51,31,"(-35.268766, 149.141571)"
PLAR1,AINSLIE,NONE,436,87,"(-35.268349, 149.141830)"
PLGR461,AMAROO,,2117,163,"(-35.176746, 149.124413)"
PLGR478,AMAROO,,2799,189,"(-35.170422, 149.119614)"
PLAR586,AMAROO,TANBARK SURFACE,312,78,"(-35.173729, 149.135231)"
PLAR589,AMAROO,TANBARK SURFACE,273,64,"(-35.170422, 149.119614)"
PLAR570,AMAROO,TANBARK SURFACE,198,54,"(-35.172264, 149.127708)"
PLAR571,AMAROO,TANBARK SURFACE,109,38,"(-35.176746, 149.124420)"
PLAR575,AMAROO,TANBARK SURFACE,198,58,"(-35.169157, 149.124222)"
PLGR475,AMAROO,,3135,204,"(-35.173729, 149.135216)"
PLGR460,AMAROO,,2535,180,"(-35.172264, 149.127701)"
PLGR474,AMAROO,,2720,185,"(-35.167881, 149.131912)"
PLGR465,AMAROO,,2588,182,"(-35.169155, 149.124222)"
PLAR585,AMAROO,TANBARK SURFACE,266,61,"(-35.167881, 149.131897)"
PLGR84,ARANDA,,2296,171,"(-35.259800, 149.077271)"
PLAR98,ARANDA,TANBARK SURFACE,128,45,"(-35.260666, 149.083618)"
PLGR86,ARANDA,,2479,179,"(-35.257637, 149.081665)"
PLGR85,ARANDA,,2773,193,"(-35.260576, 149.083603)"
PLAR97,ARANDA,TANBARK SURFACE,76,36,"(-35.260502, 149.083572)"
PLGR87,ARANDA,,2412,175,"(-35.254345, 149.080856)"
PLAR96,ARANDA,TANBARK SURFACE,141,45,"(-35.259800, 149.077278)"
PLAR100,ARANDA,TANBARK SURFACE,159,53,"(-35.254345, 149.080864)"
PLAR99,ARANDA,TANBARK SURFACE,159,54,"(-35.257637, 149.081665)"
PLAR256,BANKS,TANBARK SURFACE,154,52,"(-35.475998, 149.095238)"
PLGR413,BANKS,,4480,249,"(-35.470612, 149.096626)"
PLAR514,BANKS,TANBARK SURFACE,138,44,"(-35.470734, 149.096611)"
PLAR513,BANKS,TANBARK SURFACE,167,48,"(-35.470524, 149.096535)"
PLAR512,BANKS,TANBARK SURFACE,113,41,"(-35.470488, 149.096756)"
PLGR212,BANKS,,2765,190,"(-35.471725, 149.100258)"
PLAR255,BANKS,TANBARK SURFACE,212,69,"(-35.471725, 149.100288)"
PLGR213,BANKS,,2444,177,"(-35.475998, 149.095245)"
PLGR195,BARTON,,2999,202,"(-35.315359, 149.137436)"
PLAR225,BARTON,RUBBER SURFACE,164,86,"(-35.315386, 149.137436)"
PLAR158,BELCONNEN,TANBARK SURFACE,191,49,"(-35.248165, 149.074821)"
PLAR157,BELCONNEN,TANBARK SURFACE,196,50,"(-35.245998, 149.072556)"
PLAR155,BELCONNEN,TANBARK SURFACE,450,100,"(-35.227892, 149.062347)"
PLAR154,BELCONNEN,TANBARK SURFACE,221,59,"(-35.231678, 149.059669)"
PLAR153,BELCONNEN,TANBARK SURFACE,230,55,"(-35.234516, 149.059952)"
PLAR152,BELCONNEN,TANBARK SURFACE,219,61,"(-35.229309, 149.074463)"
PLAR151,BELCONNEN,TANBARK SURFACE,142,45,"(-35.225876, 149.069160)"
PLAR150,BELCONNEN,RUBBER SURFACE,39,26,"(-35.243172, 149.069786)"
PLAR149,BELCONNEN,RUBBER SURFACE,313,82,"(-35.236492, 149.075111)"
PLGR486,BELCONNEN,,3024,197,"(-35.236485, 149.075089)"
PLGR507,BELCONNEN,,501,90,"(-35.224667, 149.069389)"
PLAR768,BELCONNEN,TANBARK SURFACE,341,143,"(-35.225704, 149.063057)"
PLGR606,BELCONNEN,,5635,275,"(-35.237827, 149.074646)"
PLGR621,BELCONNEN,,4231,364,"(-35.225708, 149.063065)"
PLGR137,BELCONNEN,,2429,175,"(-35.248180, 149.074814)"
PLGR136,BELCONNEN,,2452,176,"(-35.246010, 149.072540)"
PLGR134,BELCONNEN,,2596,182,"(-35.227890, 149.062393)"
PLGR133,BELCONNEN,,2653,184,"(-35.231678, 149.059677)"
PLGR132,BELCONNEN,,2581,180,"(-35.234531, 149.059959)"
PLGR131,BELCONNEN,,2660,185,"(-35.229317, 149.074448)"
PLGR130,BELCONNEN,,2044,161,"(-35.225872, 149.069183)"
PLAR599,BELCONNEN,TANBARK SURFACE,369,80,"(-35.235729, 149.074799)"
PLAR661,BELCONNEN,TANBARK SURFACE,107,41,"(-35.224686, 149.069366)"
PLGR533,BELCONNEN,,1214,130,"(-35.236004, 149.075119)"
PLAR766,BELCONNEN,TANBARK SURFACE,264,62,"(-35.226452, 149.063148)"
PLAR767,BELCONNEN,TANBARK SURFACE,54,28,"(-35.226498, 149.063004)"
PLAR744,BELCONNEN,ASPHALT SURFACE,1391,149,"(-35.237827, 149.074646)"
PLAR660,BELCONNEN,TANBARK SURFACE,162,86,"(-35.236004, 149.075111)"
PLGR128,BELCONNEN,,3155,202,"(-35.235729, 149.074806)"
PLGR129,BELCONNEN,,1821,152,"(-35.243172, 149.069771)"
PLAR781,BONNER,TANBARK SURFACE,63,33,"(-35.156048, 149.143578)"
PLAR780,BONNER,TANBARK SURFACE,47,29,"(-35.155960, 149.143600)"
PLGR624,BONNER,,935,108,"(-35.154125, 149.150322)"
PLGR623,BONNER,,1382,140,"(-35.156021, 149.143669)"
PLAR754,BONNER,TANBARK SURFACE,263,82,"(-35.159328, 149.142799)"
PLGR613,BONNER,,1318,135,"(-35.159328, 149.142799)"
PLAR719,BONNER,RUBBER SURFACE,113,41,"(-35.161888, 149.136307)"
PLAR785,BONNER,TANBARK SURFACE,165,46,"(-35.154125, 149.150322)"
PLAR782,BONNER,TANBARK SURFACE,67,33,"(-35.156063, 149.143768)"
PLGR593,BONNER,,841,104,"(-35.161888, 149.136307)"
PLGR586,BONYTHON,,1079,119,"(-35.433109, 149.085274)"
PLAR293,BONYTHON,TANBARK SURFACE,190,54,"(-35.429539, 149.078339)"
PLAR295,BONYTHON,TANBARK SURFACE,157,45,"(-35.436661, 149.086899)"
PLAR663,BONYTHON,RUBBER SURFACE,144,49,"(-35.426498, 149.071457)"
PLAR664,BONYTHON,ASPHALT SURFACE,177,53,"(-35.426716, 149.071632)"
PLAR665,BONYTHON,SAND SURFACE,101,49,"(-35.426342, 149.071777)"
PLAR662,BONYTHON,TANBARK SURFACE,392,93,"(-35.426527, 149.071579)"
PLAR702,BONYTHON,TANBARK SURFACE,203,57,"(-35.433109, 149.085281)"
PLGR243,BONYTHON,,2521,179,"(-35.429531, 149.078331)"
PLGR245,BONYTHON,,2305,170,"(-35.436661, 149.086906)"
PLGR535,BONYTHON,,2957,232,"(-35.426586, 149.071625)"
PLAR42,BRADDON,TANBARK SURFACE,303,78,"(-35.264908, 149.133850)"
PLGR30,BRADDON,,3113,203,"(-35.264908, 149.133850)"
PLAR162,BRUCE,TANBARK SURFACE,83,37,"(-35.249752, 149.082291)"
PLAR197,BRUCE,TANBARK SURFACE,352,67,"(-35.237579, 149.094879)"
PLGR170,BRUCE,,2957,193,"(-35.237579, 149.094887)"
PLGR139,BRUCE,,1067,116,"(-35.244488, 149.077621)"
PLGR140,BRUCE,,2070,162,"(-35.248699, 149.077362)"
PLGR141,BRUCE,,2054,161,"(-35.249752, 149.082298)"
PLAR161,BRUCE,TANBARK SURFACE,97,36,"(-35.248699, 149.077362)"
PLAR160,BRUCE,TANBARK SURFACE,219,54,"(-35.244488, 149.077621)"
PLAR407,CALWELL,TANBARK SURFACE,332,79,"(-35.439972, 149.097717)"
PLAR406,CALWELL,TANBARK SURFACE,177,48,"(-35.442005, 149.115883)"
PLAR405,CALWELL,TANBARK SURFACE,416,81,"(-35.437084, 149.113976)"
PLAR404,CALWELL,TANBARK SURFACE,194,51,"(-35.437317, 149.112656)"
PLGR324,CALWELL,,2732,188,"(-35.434746, 149.113174)"
PLGR322,CALWELL,,3075,199,"(-35.439976, 149.097717)"
PLAR409,CALWELL,TANBARK SURFACE,223,66,"(-35.434746, 149.113182)"
PLAR408,CALWELL,TANBARK SURFACE,185,54,"(-35.436443, 149.105652)"
PLGR319,CALWELL,,2463,176,"(-35.437317, 149.112656)"
PLGR320,CALWELL,,3256,204,"(-35.437084, 149.113976)"
PLGR321,CALWELL,,2385,173,"(-35.442005, 149.115883)"
PLGR323,CALWELL,,2508,179,"(-35.436443, 149.105652)"
PLGR29,CAMPBELL,,2051,162,"(-35.288841, 149.155426)"
PLGR28,CAMPBELL,,2744,188,"(-35.281361, 149.156189)"
PLGR26,CAMPBELL,,2554,184,"(-35.284733, 149.156013)"
PLGR27,CAMPBELL,,2438,176,"(-35.289223, 149.154518)"
PLGR25,CAMPBELL,,2468,177,"(-35.288235, 149.148705)"
PLGR24,CAMPBELL,,2807,189,"(-35.292263, 149.152893)"
PLAR39,CAMPBELL,TANBARK SURFACE,158,55,"(-35.289219, 149.154510)"
PLAR40,CAMPBELL,TANBARK SURFACE,238,63,"(-35.281361, 149.156181)"
PLAR37,CAMPBELL,TANBARK SURFACE,172,55,"(-35.284737, 149.156044)"
PLAR36,CAMPBELL,TANBARK SURFACE,178,52,"(-35.288239, 149.148712)"
PLAR35,CAMPBELL,TANBARK SURFACE,261,66,"(-35.292263, 149.152901)"
PLAR737,CASEY,TANBARK SURFACE,291,69,"(-35.172197, 149.094009)"
PLAR757,CASEY,TANBARK SURFACE,179,65,"(-35.166553, 149.097458)"
PLGR616,CASEY,,1499,145,"(-35.166624, 149.097412)"
PLGR599,CASEY,,1298,132,"(-35.172195, 149.094009)"
PLAR452,CHAPMAN,TANBARK SURFACE,101,46,"(-35.352161, 149.030914)"
PLAR457,CHAPMAN,TANBARK SURFACE,299,78,"(-35.360611, 149.043839)"
PLAR455,CHAPMAN,TANBARK SURFACE,92,43,"(-35.357376, 149.045929)"
PLAR456,CHAPMAN,TANBARK SURFACE,89,50,"(-35.357437, 149.045776)"
PLAR453,CHAPMAN,TANBARK SURFACE,229,68,"(-35.357311, 149.036629)"
PLAR517,CHAPMAN,TANBARK SURFACE,211,63,"(-35.350468, 149.028214)"
PLAR751,CHAPMAN,TANBARK SURFACE,146,49,"(-35.357548, 149.046051)"
PLGR364,CHAPMAN,,3100,202,"(-35.360611, 149.043839)"
PLGR363,CHAPMAN,,3296,211,"(-35.357445, 149.045906)"
PLGR362,CHAPMAN,,2805,191,"(-35.357311, 149.036636)"
PLGR416,CHAPMAN,,2680,185,"(-35.350468, 149.028214)"
PLGR361,CHAPMAN,,2274,171,"(-35.352161, 149.030914)"
PLGR157,CHARNWOOD,,3953,237,"(-35.201965, 149.038666)"
PLAR180,CHARNWOOD,TANBARK SURFACE,271,59,"(-35.202003, 149.038788)"
PLGR495,CHARNWOOD,,2515,179,"(-35.196209, 149.032143)"
PLAR174,CHARNWOOD,TANBARK SURFACE,226,63,"(-35.201199, 149.032066)"
PLGR418,CHARNWOOD,,2457,177,"(-35.196163, 149.038612)"
PLAR176,CHARNWOOD,TANBARK SURFACE,104,37,"(-35.198368, 149.034256)"
PLAR609,CHARNWOOD,TANBARK SURFACE,197,53,"(-35.196209, 149.032135)"
PLGR156,CHARNWOOD,,2739,186,"(-35.199886, 149.041748)"
PLGR155,CHARNWOOD,,1756,149,"(-35.198715, 149.044014)"
PLGR154,CHARNWOOD,,2105,163,"(-35.198368, 149.034264)"
PLGR152,CHARNWOOD,,2695,186,"(-35.201199, 149.032059)"
PLAR177,CHARNWOOD,TANBARK SURFACE,37,23,"(-35.198715, 149.044014)"
PLAR178,CHARNWOOD,TANBARK SURFACE,284,60,"(-35.199886, 149.041756)"
PLAR179,CHARNWOOD,TANBARK SURFACE,97,35,"(-35.201897, 149.038483)"
PLAR519,CHARNWOOD,TANBARK SURFACE,171,51,"(-35.196163, 149.038605)"
PLGR578,CHIFLEY,,2339,180,"(-35.352154, 149.076981)"
PLGR372,CHIFLEY,,2593,196,"(-35.352562, 149.076675)"
PLGR373,CHIFLEY,,2244,170,"(-35.353844, 149.082169)"
PLAR683,CHIFLEY,TANBARK SURFACE,170,52,"(-35.352539, 149.076775)"
PLAR684,CHIFLEY,CONCRETE SURFACE,851,117,"(-35.352154, 149.076981)"
PLAR635,CHIFLEY,TANBARK SURFACE,204,54,"(-35.352699, 149.076546)"
PLAR467,CHIFLEY,TANBARK SURFACE,111,44,"(-35.353844, 149.082169)"
PLAR466,CHIFLEY,TANBARK SURFACE,119,44,"(-35.352409, 149.076607)"
PLAR278,CHISHOLM,TANBARK SURFACE,224,54,"(-35.423996, 149.134277)"
PLAR282,CHISHOLM,TANBARK SURFACE,204,51,"(-35.414974, 149.124191)"
PLGR231,CHISHOLM,,2552,181,"(-35.427261, 149.129028)"
PLAR276,CHISHOLM,TANBARK SURFACE,155,51,"(-35.426739, 149.120644)"
PLAR729,CHISHOLM,TANBARK SURFACE,189,52,"(-35.427254, 149.129013)"
PLAR50,CHISHOLM,TANBARK SURFACE,292,65,"(-35.420231, 149.121040)"
PLGR230,CHISHOLM,,2430,177,"(-35.426739, 149.120636)"
PLGR40,CHISHOLM,,2840,190,"(-35.420231, 149.121040)"
PLGR236,CHISHOLM,,2480,177,"(-35.414974, 149.124191)"
PLGR235,CHISHOLM,,2264,169,"(-35.414993, 149.120964)"
PLGR234,CHISHOLM,,2833,189,"(-35.421261, 149.121857)"
PLGR233,CHISHOLM,,2689,186,"(-35.422314, 149.116867)"
PLAR279,CHISHOLM,TANBARK SURFACE,229,60,"(-35.422314, 149.116875)"
PLAR280,CHISHOLM,TANBARK SURFACE,312,63,"(-35.421261, 149.121849)"
PLAR281,CHISHOLM,TANBARK SURFACE,128,45,"(-35.414993, 149.120972)"
PLGR232,CHISHOLM,,2556,179,"(-35.423996, 149.134285)"
PLGR31,CITY,,204,59,"(-35.281036, 149.135979)"
PLAR769,CITY,ASPHALT SURFACE,241,62,"(-35.277935, 149.134506)"
PLAR43,CITY,RUBBER SURFACE,132,43,"(-35.281033, 149.135994)"
PLGR604,CITY,,2035,161,"(-35.277981, 149.134529)"
PLGR244,CONDER,,2204,167,"(-35.456833, 149.101501)"
PLGR219,CONDER,,4584,250,"(-35.464420, 149.102974)"
PLGR220,CONDER,,2671,186,"(-35.463821, 149.108276)"
PLGR607,CONDER,,1125,121,"(-35.450321, 149.093933)"
PLGR222,CONDER,,2981,197,"(-35.461208, 149.092949)"
PLAR745,CONDER,MULCH,235,57,"(-35.450315, 149.093933)"
PLAR263,CONDER,TANBARK SURFACE,370,77,"(-35.464424, 149.103119)"
PLAR264,CONDER,TANBARK SURFACE,202,63,"(-35.463821, 149.108276)"
PLAR266,CONDER,TANBARK SURFACE,90,36,"(-35.461189, 149.093040)"
PLAR294,CONDER,TANBARK SURFACE,123,41,"(-35.456833, 149.101494)"
PLAR262,CONDER,TANBARK SURFACE,337,66,"(-35.464390, 149.102837)"
PLAR697,COOK,MULCH,56,32,"(-35.258894, 149.062042)"
PLAR698,COOK,MULCH,215,66,"(-35.259007, 149.061951)"
PLGR165,COOK,,2486,178,"(-35.255867, 149.071953)"
PLGR166,COOK,,2771,189,"(-35.258141, 149.071236)"
PLGR167,COOK,,2171,166,"(-35.265018, 149.069168)"
PLGR168,COOK,,2344,172,"(-35.260941, 149.064323)"
PLGR169,COOK,,1965,157,"(-35.257599, 149.056099)"
PLGR583,COOK,,1552,146,"(-35.258968, 149.061951)"
PLAR191,COOK,TANBARK SURFACE,168,54,"(-35.255863, 149.071945)"
PLAR192,COOK,TANBARK SURFACE,97,37,"(-35.258091, 149.071281)"
PLAR193,COOK,TANBARK SURFACE,113,41,"(-35.258183, 149.071190)"
PLAR194,COOK,TANBARK SURFACE,108,40,"(-35.265022, 149.069168)"
PLAR195,COOK,TANBARK SURFACE,167,46,"(-35.260941, 149.064323)"
PLAR196,COOK,TANBARK SURFACE,74,32,"(-35.257599, 149.056091)"
PLGR622,CRACE,,1088,119,"(-35.197403, 149.107094)"
PLGR611,CRACE,,676,94,"(-35.202377, 149.104759)"
PLAR748,CRACE,RUBBER SURFACE,52,31,"(-35.202377, 149.104752)"
PLGR626,CRACE,,2964,209,"(-35.201702, 149.102478)"
PLAR786,CRACE,RUBBER SURFACE,207,55,"(-35.197403, 149.107094)"
PLAR792,CRACE,TANBARK SURFACE,108,42,"(-35.201778, 149.102341)"
PLAR791,CRACE,TANBARK SURFACE,176,53,"(-35.201847, 149.102531)"
PLAR790,CRACE,RUBBER SURFACE,190,55,"(-35.201630, 149.102585)"
PLAR789,CRACE,RUBBER SURFACE,181,68,"(-35.201580, 149.102417)"
PLAR788,CRACE,TANBARK SURFACE,54,32,"(-35.201536, 149.102310)"
PLGR367,CURTIN,,2201,168,"(-35.326454, 149.080406)"
PLAR750,CURTIN,TANBARK SURFACE,46,26,"(-35.320917, 149.084106)"
PLGR369,CURTIN,,4197,266,"(-35.320786, 149.084145)"
PLGR370,CURTIN,,2578,181,"(-35.320728, 149.074600)"
PLGR371,CURTIN,,2175,166,"(-35.321365, 149.080437)"
PLAR465,CURTIN,TANBARK SURFACE,101,42,"(-35.321365, 149.080444)"
PLAR458,CURTIN,TANBARK SURFACE,64,32,"(-35.331619, 149.081970)"
PLGR366,CURTIN,,2386,175,"(-35.332497, 149.076508)"
PLGR365,CURTIN,,1963,158,"(-35.331619, 149.081963)"
PLAR464,CURTIN,TANBARK SURFACE,208,56,"(-35.320728, 149.074608)"
PLAR463,CURTIN,TANBARK SURFACE,110,37,"(-35.320812, 149.084320)"
PLAR462,CURTIN,TANBARK SURFACE,84,35,"(-35.320778, 149.084045)"
PLAR461,CURTIN,TANBARK SURFACE,342,76,"(-35.324230, 149.083153)"
PLAR460,CURTIN,TANBARK SURFACE,102,42,"(-35.326454, 149.080406)"
PLAR459,CURTIN,TANBARK SURFACE,141,51,"(-35.332497, 149.076515)"
PLGR368,CURTIN,,3107,201,"(-35.324230, 149.083145)"
PLAR630,DEAKIN,TANBARK SURFACE,169,56,"(-35.314178, 149.104744)"
PLGR206,DEAKIN,,3819,229,"(-35.319118, 149.100548)"
PLAR631,DEAKIN,CONCRETE SURFACE,206,57,"(-35.314770, 149.105789)"
PLGR205,DEAKIN,,2760,188,"(-35.317989, 149.112152)"
PLGR515,DEAKIN,,2610,183,"(-35.314770, 149.105789)"
PLGR514,DEAKIN,,3122,201,"(-35.314175, 149.104744)"
PLAR244,DEAKIN,ASPHALT SURFACE,200,57,"(-35.319157, 149.100655)"
PLAR243,DEAKIN,TANBARK SURFACE,234,60,"(-35.319077, 149.100433)"
PLAR242,DEAKIN,TANBARK SURFACE,245,64,"(-35.317989, 149.112160)"
PLAR19,DICKSON,TANBARK SURFACE,183,60,"(-35.256329, 149.133636)"
PLGR13,DICKSON,,1223,136,"(-35.255421, 149.136902)"
PLGR180,DICKSON,,1879,154,"(-35.255684, 149.133385)"
PLAR20,DICKSON,TANBARK SURFACE,184,57,"(-35.255424, 149.136925)"
PLGR10,DICKSON,,1612,144,"(-35.252693, 149.149208)"
PLGR12,DICKSON,,2613,184,"(-35.256329, 149.133629)"
PLAR207,DICKSON,TANBARK SURFACE,47,29,"(-35.255686, 149.133377)"
PLAR17,DICKSON,TANBARK SURFACE,273,63,"(-35.252701, 149.149200)"
PLGR9,DOWNER,,4983,272,"(-35.244755, 149.148918)"
PLAR703,DOWNER,TANBARK SURFACE,485,93,"(-35.246407, 149.143303)"
PLGR6,DOWNER,,2269,170,"(-35.242733, 149.140862)"
PLGR7,DOWNER,,2817,190,"(-35.246513, 149.138527)"
PLAR16,DOWNER,TANBARK SURFACE,82,34,"(-35.244946, 149.148842)"
PLGR587,DOWNER,,1700,151,"(-35.246407, 149.143303)"
PLAR13,DOWNER,TANBARK SURFACE,29,19,"(-35.244537, 149.149010)"
PLAR11,DOWNER,TANBARK SURFACE,278,65,"(-35.246513, 149.138527)"
PLAR10,DOWNER,TANBARK SURFACE,129,44,"(-35.242723, 149.140854)"
PLAR9,DOWNER,TANBARK SURFACE,256,69,"(-35.240963, 149.144554)"
PLGR5,DOWNER,,2849,192,"(-35.240963, 149.144554)"
PLAR14,DOWNER,TANBARK SURFACE,95,36,"(-35.244781, 149.148773)"
PLAR443,DUFFY,TANBARK SURFACE,180,54,"(-35.341286, 149.029991)"
PLAR442,DUFFY,TANBARK SURFACE,160,52,"(-35.340475, 149.037003)"
PLAR444,DUFFY,TANBARK SURFACE,159,50,"(-35.336555, 149.032913)"
PLAR445,DUFFY,TANBARK SURFACE,168,54,"(-35.334116, 149.030029)"
PLAR446,DUFFY,TANBARK SURFACE,194,54,"(-35.331413, 149.037857)"
PLGR356,DUFFY,,2630,184,"(-35.331306, 149.037689)"
PLGR355,DUFFY,,2504,179,"(-35.334114, 149.030037)"
PLGR354,DUFFY,,2408,176,"(-35.336590, 149.032913)"
PLGR353,DUFFY,,2524,180,"(-35.341286, 149.029991)"
PLGR352,DUFFY,,2453,177,"(-35.340458, 149.037033)"
PLAR198,DUNLOP,TANBARK SURFACE,142,43,"(-35.199978, 149.015175)"
PLAR674,DUNLOP,MULCH,184,48,"(-35.191624, 149.032097)"
PLAR516,DUNLOP,TANBARK SURFACE,290,68,"(-35.194263, 149.019882)"
PLGR171,DUNLOP,,2262,169,"(-35.199978, 149.015182)"
PLGR411,DUNLOP,,2705,185,"(-35.192902, 149.022903)"
PLGR412,DUNLOP,,2467,177,"(-35.199444, 149.019791)"
