ASSET_ID,DIVISION_NAME,SURFACE_TYPE,AREA,PERIMETER,Location
PLGR189,NARRABUNDAH,,2974,199,"(-35.337711, 149.137817)"
PLGR605,NARRABUNDAH,,3617,219,"(-35.330299, 149.151901)"
PLAR220,NARRABUNDAH,TANBARK SURFACE,268,73,"(-35.329327, 149.153198)"
PLAR565,NGUNNAWAL,TANBARK SURFACE,193,57,"(-35.173172, 149.106941)"
PLAR566,NGUNNAWAL,TANBARK SURFACE,87,37,"(-35.173244, 149.107147)"
PLAR567,NGUNNAWAL,TANBARK SURFACE,93,37,"(-35.181305, 149.111160)"
PLAR573,NGUNNAWAL,TANBARK SURFACE,168,53,"(-35.165033, 149.102219)"
PLAR574,NGUNNAWAL,TANBARK SURFACE,223,57,"(-35.162251, 149.108612)"
PLAR591,NGUNNAWAL,RUBBER SURFACE,352,67,"(-35.174671, 149.119804)"
PLAR581,NGUNNAWAL,TANBARK SURFACE,110,38,"(-35.173267, 149.114174)"
PLAR582,NGUNNAWAL,TANBARK SURFACE,128,42,"(-35.180202, 149.119598)"
PLAR564,NGUNNAWAL,TANBARK SURFACE,100,37,"(-35.172810, 149.111122)"
PLAR558,NGUNNAWAL,TANBARK SURFACE,138,44,"(-35.176140, 149.109932)"
PLGR464,NGUNNAWAL,,2620,183,"(-35.162254, 149.108620)"
PLGR463,NGUNNAWAL,,2482,179,"(-35.165031, 149.102219)"
PLGR457,NGUNNAWAL,,2093,163,"(-35.181305, 149.111153)"
PLGR455,NGUNNAWAL,,3317,212,"(-35.173206, 149.107018)"
PLGR454,NGUNNAWAL,,2093,162,"(-35.172810, 149.111122)"
PLGR448,NGUNNAWAL,,2276,170,"(-35.176140, 149.109924)"
PLGR470,NGUNNAWAL,,2122,163,"(-35.173267, 149.114182)"
PLGR480,NGUNNAWAL,,2949,193,"(-35.174671, 149.119804)"
PLGR472,NGUNNAWAL,,2511,179,"(-35.171890, 149.102165)"
PLAR583,NGUNNAWAL,TANBARK SURFACE,189,53,"(-35.171890, 149.102165)"
PLGR471,NGUNNAWAL,,2220,167,"(-35.180202, 149.119598)"
PLGR615,NICHOLLS,,1491,150,"(-35.182125, 149.098167)"
PLGR466,NICHOLLS,,2956,195,"(-35.192265, 149.110085)"
PLGR476,NICHOLLS,,2550,180,"(-35.188824, 149.093330)"
PLGR477,NICHOLLS,,2700,186,"(-35.181396, 149.104462)"
PLGR458,NICHOLLS,,2696,186,"(-35.185783, 149.106010)"
PLGR591,NICHOLLS,,1132,122,"(-35.183853, 149.101738)"
PLGR483,NICHOLLS,,3016,197,"(-35.186668, 149.094040)"
PLGR462,NICHOLLS,,2675,185,"(-35.181484, 149.088486)"
PLAR710,NICHOLLS,MULCH,219,60,"(-35.183853, 149.101738)"
PLAR568,NICHOLLS,TANBARK SURFACE,222,63,"(-35.185783, 149.106018)"
PLAR572,NICHOLLS,TANBARK SURFACE,207,63,"(-35.181484, 149.088493)"
PLAR576,NICHOLLS,TANBARK SURFACE,307,71,"(-35.192265, 149.110092)"
PLAR756,NICHOLLS,TANBARK SURFACE,364,75,"(-35.182137, 149.098175)"
PLAR587,NICHOLLS,TANBARK SURFACE,205,55,"(-35.188824, 149.093338)"
PLAR588,NICHOLLS,TANBARK SURFACE,229,61,"(-35.181396, 149.104462)"
PLAR594,NICHOLLS,TANBARK SURFACE,333,72,"(-35.186668, 149.094048)"
PLAR201,"O""CONNOR",TANBARK SURFACE,250,60,"(-35.252466, 149.121414)"
PLGR176,"O""CONNOR",,3253,205,"(-35.256977, 149.111618)"
PLGR175,"O""CONNOR",,2917,193,"(-35.257446, 149.121002)"
PLGR177,"O""CONNOR",,2713,186,"(-35.264851, 149.113228)"
PLGR178,"O""CONNOR",,3385,209,"(-35.260822, 149.117851)"
PLGR179,"O""CONNOR",,2830,192,"(-35.263628, 149.124420)"
PLGR174,"O""CONNOR",,2698,185,"(-35.252468, 149.121422)"
PLAR206,"O""CONNOR",TANBARK SURFACE,238,68,"(-35.263660, 149.124420)"
PLAR205,"O""CONNOR",MULCH,456,101,"(-35.260857, 149.117889)"
PLAR204,"O""CONNOR",TANBARK SURFACE,211,68,"(-35.264820, 149.113228)"
PLAR203,"O""CONNOR",TANBARK SURFACE,392,82,"(-35.256977, 149.111618)"
PLAR202,"O""CONNOR",TANBARK SURFACE,315,67,"(-35.257446, 149.121002)"
PLAR725,"O""CONNOR",TANBARK SURFACE,21,16,"(-35.264885, 149.113388)"
PLGR404,"O""MALLEY",,2933,193,"(-35.355064, 149.106346)"
PLAR503,"O""MALLEY",TANBARK SURFACE,335,67,"(-35.355064, 149.106346)"
PLGR522,"O""MALLEY",,2616,183,"(-35.348820, 149.113564)"
PLGR403,"O""MALLEY",,3285,207,"(-35.361717, 149.106102)"
PLAR502,"O""MALLEY",TANBARK SURFACE,385,85,"(-35.361710, 149.106102)"
PLAR643,"O""MALLEY",TANBARK SURFACE,214,58,"(-35.348820, 149.113556)"
PLAR772,OAKS ESTATE,TANBARK SURFACE,55,27,"(-35.341854, 149.227524)"
PLGR188,OAKS ESTATE,,896,110,"(-35.340950, 149.230843)"
PLAR215,OAKS ESTATE,TANBARK SURFACE,119,53,"(-35.340954, 149.230835)"
PLGR187,OAKS ESTATE,,2189,166,"(-35.341999, 149.227455)"
PLAR773,OAKS ESTATE,CONCRETE SURFACE,20,18,"(-35.341888, 149.227386)"
PLAR308,OXLEY,TANBARK SURFACE,157,47,"(-35.406528, 149.078659)"
PLAR309,OXLEY,TANBARK SURFACE,111,39,"(-35.410027, 149.079132)"
PLGR256,OXLEY,,2427,176,"(-35.410027, 149.079163)"
PLGR255,OXLEY,,2354,173,"(-35.406528, 149.078659)"
PLAR310,OXLEY,TANBARK SURFACE,38,23,"(-35.410049, 149.079231)"
PLAR764,PADDYS RIVER,TANBARK SURFACE,557,97,"(-35.323765, 148.941376)"
PLAR668,PADDYS RIVER,TANBARK SURFACE,3057,246,"(-35.442944, 148.929840)"
PLAR783,PADDYS RIVER,CONCRETE SURFACE,89,38,"(-35.323914, 148.941154)"
PLGR620,PADDYS RIVER,,1961,173,"(-35.323776, 148.941360)"
PLGR537,PADDYS RIVER,,11304,413,"(-35.443001, 148.929924)"
PLAR81,PAGE,TANBARK SURFACE,145,49,"(-35.238155, 149.053291)"
PLAR82,PAGE,TANBARK SURFACE,286,71,"(-35.238102, 149.050217)"
PLAR83,PAGE,TANBARK SURFACE,228,58,"(-35.241848, 149.052040)"
PLAR84,PAGE,TANBARK SURFACE,250,77,"(-35.234997, 149.048279)"
PLAR85,PAGE,TANBARK SURFACE,129,47,"(-35.239656, 149.044968)"
PLAR86,PAGE,TANBARK SURFACE,158,51,"(-35.236973, 149.045235)"
PLGR74,PAGE,,2327,173,"(-35.239662, 149.044968)"
PLGR75,PAGE,,2434,177,"(-35.236973, 149.045235)"
PLGR73,PAGE,,3012,200,"(-35.234997, 149.048286)"
PLGR72,PAGE,,2648,184,"(-35.241848, 149.052032)"
PLGR71,PAGE,,2958,196,"(-35.238102, 149.050217)"
PLGR70,PAGE,,2390,175,"(-35.238155, 149.053299)"
PLGR452,PALMERSTON,,2300,171,"(-35.196144, 149.126099)"
PLGR453,PALMERSTON,,2408,175,"(-35.192272, 149.125603)"
PLGR451,PALMERSTON,,3293,205,"(-35.197308, 149.119087)"
PLGR592,PALMERSTON,,1022,116,"(-35.197411, 149.112816)"
PLAR561,PALMERSTON,TANBARK SURFACE,444,80,"(-35.197308, 149.119080)"
PLAR562,PALMERSTON,TANBARK SURFACE,141,45,"(-35.196146, 149.126099)"
PLAR563,PALMERSTON,TANBARK SURFACE,169,50,"(-35.192272, 149.125610)"
PLAR569,PALMERSTON,TANBARK SURFACE,186,55,"(-35.189966, 149.117233)"
PLGR459,PALMERSTON,,2546,181,"(-35.189976, 149.117226)"
PLAR711,PALMERSTON,TANBARK SURFACE,168,55,"(-35.197411, 149.112816)"
PLGR449,PALMERSTON,,2589,181,"(-35.194294, 149.112785)"
PLAR559,PALMERSTON,TANBARK SURFACE,212,57,"(-35.194294, 149.112785)"
PLGR402,PEARCE,,2327,173,"(-35.362408, 149.084908)"
PLAR499,PEARCE,TANBARK SURFACE,96,39,"(-35.365799, 149.080421)"
PLAR500,PEARCE,TANBARK SURFACE,223,60,"(-35.361889, 149.078964)"
PLGR401,PEARCE,,2674,185,"(-35.361889, 149.078964)"
PLGR400,PEARCE,,2124,164,"(-35.365799, 149.080421)"
PLAR501,PEARCE,TANBARK SURFACE,124,47,"(-35.362408, 149.084885)"
PLAR723,PHILLIP,CONCRETE SURFACE,290,238,"(-35.340853, 149.091660)"
PLAR722,PHILLIP,TANBARK SURFACE,193,61,"(-35.340763, 149.091492)"
PLAR476,PHILLIP,TANBARK SURFACE,155,51,"(-35.341805, 149.090179)"
PLAR475,PHILLIP,TANBARK SURFACE,113,45,"(-35.352375, 149.092911)"
PLAR474,PHILLIP,TANBARK SURFACE,126,48,"(-35.351654, 149.097809)"
PLAR473,PHILLIP,TANBARK SURFACE,163,54,"(-35.347588, 149.093643)"
PLGR595,PHILLIP,,2723,220,"(-35.340904, 149.091583)"
PLAR741,PHILLIP,CONCRETE SURFACE,193,61,"(-35.339859, 149.091660)"
PLGR381,PHILLIP,,2436,177,"(-35.341805, 149.090179)"
PLGR379,PHILLIP,,2341,174,"(-35.351654, 149.097794)"
PLGR378,PHILLIP,,2491,179,"(-35.347588, 149.093613)"
PLGR602,PHILLIP,,1109,122,"(-35.339897, 149.091713)"
PLGR380,PHILLIP,,2277,171,"(-35.352375, 149.092911)"
PLGR209,RED HILL,,2335,172,"(-35.339828, 149.131927)"
PLAR245,RED HILL,TANBARK SURFACE,246,65,"(-35.335926, 149.126175)"
PLAR247,RED HILL,TANBARK SURFACE,291,77,"(-35.342346, 149.130249)"
PLGR208,RED HILL,,4286,241,"(-35.342281, 149.130318)"
PLAR248,RED HILL,TANBARK SURFACE,148,48,"(-35.339828, 149.131920)"
PLGR207,RED HILL,,2782,189,"(-35.335926, 149.126167)"
PLAR604,REID,TANBARK SURFACE,169,54,"(-35.282608, 149.139908)"
PLGR491,REID,,2508,180,"(-35.282608, 149.139915)"
PLAR212,REID,TANBARK SURFACE,94,39,"(-35.283094, 149.143661)"
PLGR185,REID,,2136,165,"(-35.283100, 149.143661)"
PLGR501,RICHARDSON,,2668,185,"(-35.423492, 149.108368)"
PLGR257,RICHARDSON,,2404,175,"(-35.431301, 149.120964)"
PLAR312,RICHARDSON,TANBARK SURFACE,77,31,"(-35.431988, 149.114098)"
PLAR311,RICHARDSON,TANBARK SURFACE,156,50,"(-35.431301, 149.120964)"
PLGR259,RICHARDSON,,2892,194,"(-35.427151, 149.114990)"
PLGR258,RICHARDSON,,1962,157,"(-35.431988, 149.114105)"
PLAR313,RICHARDSON,TANBARK SURFACE,266,69,"(-35.427151, 149.114983)"
PLAR617,RICHARDSON,TANBARK SURFACE,217,60,"(-35.423492, 149.108376)"
PLGR389,RIVETT,,3496,215,"(-35.349472, 149.032684)"
PLGR387,RIVETT,,2639,185,"(-35.349258, 149.035713)"
PLGR386,RIVETT,,3179,200,"(-35.351707, 149.038895)"
PLAR480,RIVETT,TANBARK SURFACE,242,55,"(-35.343288, 149.045021)"
PLAR481,RIVETT,TANBARK SURFACE,438,74,"(-35.351707, 149.038902)"
PLAR482,RIVETT,TANBARK SURFACE,204,59,"(-35.349258, 149.035728)"
PLGR590,RIVETT,,1713,155,"(-35.347721, 149.038094)"
PLGR385,RIVETT,,2601,181,"(-35.343288, 149.045021)"
PLAR485,RIVETT,TANBARK SURFACE,274,59,"(-35.349533, 149.032692)"
PLAR708,RIVETT,TANBARK SURFACE,258,65,"(-35.347755, 149.038055)"
PLAR707,RIVETT,TANBARK SURFACE,124,50,"(-35.347664, 149.038200)"
PLAR483,RIVETT,TANBARK SURFACE,485,78,"(-35.343708, 149.035828)"
PLGR388,RIVETT,,3304,204,"(-35.343708, 149.035828)"
PLGR59,SCULLIN,,2664,184,"(-35.231476, 149.041931)"
PLAR72,SCULLIN,TANBARK SURFACE,95,37,"(-35.229309, 149.036842)"
PLAR71,SCULLIN,TANBARK SURFACE,87,35,"(-35.230194, 149.041969)"
PLAR70,SCULLIN,TANBARK SURFACE,201,54,"(-35.229572, 149.040253)"
PLAR69,SCULLIN,TANBARK SURFACE,237,59,"(-35.231476, 149.041931)"
PLAR68,SCULLIN,TANBARK SURFACE,259,61,"(-35.238350, 149.035416)"
PLAR67,SCULLIN,TANBARK SURFACE,171,52,"(-35.236725, 149.038795)"
PLGR60,SCULLIN,,2539,180,"(-35.229572, 149.040253)"
PLGR58,SCULLIN,,2730,186,"(-35.238350, 149.035431)"
PLGR57,SCULLIN,,2473,178,"(-35.236725, 149.038803)"
PLGR62,SCULLIN,,2092,163,"(-35.229309, 149.036842)"
PLGR61,SCULLIN,,2048,161,"(-35.230194, 149.041962)"
PLAR131,SPENCE,TANBARK SURFACE,255,69,"(-35.201668, 149.064278)"
PLGR117,SPENCE,,2879,192,"(-35.205494, 149.065872)"
PLAR137,SPENCE,RUBBER SURFACE,165,51,"(-35.194485, 149.061699)"
PLAR596,SPENCE,TANBARK SURFACE,144,45,"(-35.205463, 149.065834)"
PLGR116,SPENCE,,1261,133,"(-35.201672, 149.064285)"
PLGR119,SPENCE,,2875,196,"(-35.196754, 149.062378)"
PLGR120,SPENCE,,1009,135,"(-35.194450, 149.061722)"
PLAR136,SPENCE,TANBARK SURFACE,208,72,"(-35.196751, 149.062401)"
PLAR597,SPENCE,TANBARK SURFACE,108,48,"(-35.205536, 149.065895)"
PLGR382,STIRLING,,3030,201,"(-35.351873, 149.052368)"
PLGR383,STIRLING,,3818,222,"(-35.347454, 149.052170)"
PLAR478,STIRLING,TANBARK SURFACE,593,101,"(-35.347454, 149.052177)"
PLGR384,STIRLING,,2075,163,"(-35.349831, 149.045288)"
PLAR477,STIRLING,TANBARK SURFACE,266,76,"(-35.351852, 149.052368)"
PLGR539,STROMLO (RURAL),,717,97,"(-35.319939, 148.954460)"
PLAR670,STROMLO (RURAL),SAND SURFACE,66,34,"(-35.319939, 148.954453)"
PLAR316,THEODORE,TANBARK SURFACE,135,49,"(-35.447041, 149.114410)"
PLGR263,THEODORE,,2647,184,"(-35.449821, 149.120651)"
PLGR262,THEODORE,,2591,181,"(-35.444954, 149.122177)"
PLGR261,THEODORE,,2347,173,"(-35.447041, 149.114395)"
PLAR320,THEODORE,TANBARK SURFACE,56,49,"(-35.442369, 149.123489)"
PLAR318,THEODORE,TANBARK SURFACE,221,62,"(-35.449821, 149.120644)"
PLAR317,THEODORE,TANBARK SURFACE,226,55,"(-35.444954, 149.122185)"
PLGR264,THEODORE,,3133,202,"(-35.442299, 149.123436)"
PLGR265,THEODORE,,2535,179,"(-35.454235, 149.118149)"
PLAR319,THEODORE,TANBARK SURFACE,197,60,"(-35.442265, 149.123398)"
PLAR321,THEODORE,TANBARK SURFACE,199,57,"(-35.454235, 149.118141)"
PLAR498,TORRENS,TANBARK SURFACE,75,35,"(-35.367992, 149.089676)"
PLAR497,TORRENS,TANBARK SURFACE,15,16,"(-35.367933, 149.089722)"
PLAR496,TORRENS,TANBARK SURFACE,91,37,"(-35.373135, 149.087959)"
PLAR495,TORRENS,TANBARK SURFACE,48,28,"(-35.372814, 149.087791)"
PLAR494,TORRENS,TANBARK SURFACE,61,35,"(-35.372929, 149.085144)"
PLGR399,TORRENS,,2216,168,"(-35.367977, 149.089676)"
PLGR397,TORRENS,,1970,158,"(-35.372929, 149.085136)"
PLGR398,TORRENS,,3728,248,"(-35.372984, 149.087875)"
PLAR199,TURNER,TANBARK SURFACE,243,67,"(-35.267380, 149.123222)"
PLGR172,TURNER,,2761,188,"(-35.267380, 149.123215)"
PLGR490,TURNER,,2360,173,"(-35.271027, 149.121429)"
PLAR603,TURNER,TANBARK SURFACE,143,48,"(-35.271027, 149.121437)"
PLAR333,WANNIASSA,TANBARK SURFACE,95,48,"(-35.400608, 149.079514)"
PLAR334,WANNIASSA,TANBARK SURFACE,223,62,"(-35.402878, 149.084198)"
PLAR335,WANNIASSA,TANBARK SURFACE,247,63,"(-35.404217, 149.088028)"
PLGR270,WANNIASSA,,2669,185,"(-35.392895, 149.094337)"
PLGR271,WANNIASSA,,3365,210,"(-35.390598, 149.085625)"
PLGR272,WANNIASSA,,1883,154,"(-35.400543, 149.094307)"
PLGR266,WANNIASSA,,2244,169,"(-35.404770, 149.102814)"
PLGR267,WANNIASSA,,2248,168,"(-35.400528, 149.099304)"
PLGR268,WANNIASSA,,3844,237,"(-35.396538, 149.101280)"
PLGR269,WANNIASSA,,2757,189,"(-35.388527, 149.095695)"
PLGR273,WANNIASSA,,2584,182,"(-35.399017, 149.092094)"
PLGR274,WANNIASSA,,2457,177,"(-35.400120, 149.075569)"
PLGR275,WANNIASSA,,3439,220,"(-35.400501, 149.079498)"
PLGR276,WANNIASSA,,2695,186,"(-35.402889, 149.084206)"
PLGR277,WANNIASSA,,2770,189,"(-35.404224, 149.088051)"
PLAR322,WANNIASSA,TANBARK SURFACE,119,44,"(-35.404776, 149.102814)"
PLAR323,WANNIASSA,TANBARK SURFACE,137,43,"(-35.400528, 149.099312)"
PLAR324,WANNIASSA,TANBARK SURFACE,94,36,"(-35.396446, 149.101128)"
PLAR325,WANNIASSA,TANBARK SURFACE,179,53,"(-35.396622, 149.101402)"
PLAR326,WANNIASSA,TANBARK SURFACE,244,63,"(-35.388519, 149.095703)"
PLAR327,WANNIASSA,TANBARK SURFACE,220,59,"(-35.392900, 149.094345)"
PLAR328,WANNIASSA,TANBARK SURFACE,587,103,"(-35.390615, 149.085648)"
PLAR329,WANNIASSA,TANBARK SURFACE,60,28,"(-35.400543, 149.094315)"
PLAR330,WANNIASSA,TANBARK SURFACE,224,58,"(-35.398998, 149.092064)"
PLAR331,WANNIASSA,TANBARK SURFACE,178,52,"(-35.400120, 149.075577)"
PLAR332,WANNIASSA,TANBARK SURFACE,88,42,"(-35.400383, 149.079483)"
PLGR391,WARAMANGA,,2218,167,"(-35.350605, 149.065407)"
PLAR726,WARAMANGA,TANBARK SURFACE,176,58,"(-35.354548, 149.064774)"
PLAR487,WARAMANGA,TANBARK SURFACE,136,41,"(-35.350605, 149.065407)"
PLAR486,WARAMANGA,TANBARK SURFACE,198,50,"(-35.349911, 149.061226)"
PLAR618,WARAMANGA,TANBARK SURFACE,308,84,"(-35.357395, 149.063568)"
PLGR392,WARAMANGA,,2415,177,"(-35.354553, 149.064796)"
PLGR390,WARAMANGA,,2452,176,"(-35.349911, 149.061234)"
PLGR502,WARAMANGA,,3231,209,"(-35.357372, 149.063568)"
PLAR209,WATSON,TANBARK SURFACE,265,73,"(-35.235752, 149.155228)"
PLGR517,WATSON,,1159,124,"(-35.232327, 149.159271)"
PLAR208,WATSON,TANBARK SURFACE,150,54,"(-35.241940, 149.155563)"
PLGR181,WATSON,,2474,179,"(-35.241947, 149.155556)"
PLGR184,WATSON,,2852,190,"(-35.237328, 149.149544)"
PLGR183,WATSON,,2562,182,"(-35.238525, 149.159134)"
PLAR637,WATSON,TANBARK SURFACE,236,61,"(-35.232327, 149.159271)"
PLAR211,WATSON,TANBARK SURFACE,308,64,"(-35.237328, 149.149551)"
PLAR210,WATSON,TANBARK SURFACE,167,58,"(-35.238525, 149.159134)"
PLGR182,WATSON,,2973,198,"(-35.235754, 149.155228)"
PLAR625,WEETANGERA,TANBARK SURFACE,181,55,"(-35.250769, 149.046539)"
PLGR69,WEETANGERA,,2059,161,"(-35.248985, 149.053825)"
PLGR68,WEETANGERA,,2498,177,"(-35.244244, 149.047913)"
PLGR66,WEETANGERA,,2421,174,"(-35.254593, 149.050140)"
PLGR510,WEETANGERA,,2523,179,"(-35.250767, 149.046547)"
PLAR79,WEETANGERA,TANBARK SURFACE,206,52,"(-35.244244, 149.047913)"
PLAR80,WEETANGERA,TANBARK SURFACE,98,35,"(-35.248985, 149.053833)"
PLAR76,WEETANGERA,TANBARK SURFACE,189,49,"(-35.254593, 149.050133)"
PLGR609,WESTON,,3003,196,"(-35.337669, 149.053665)"
PLAR746,WESTON,TANBARK SURFACE,20,16,"(-35.337460, 149.054794)"
PLAR706,WESTON,TANBARK SURFACE,284,60,"(-35.336876, 149.055061)"
PLGR336,WESTON,,2699,186,"(-35.344212, 149.066223)"
PLAR491,WESTON,TANBARK SURFACE,171,47,"(-35.341206, 149.053711)"
PLAR492,WESTON,TANBARK SURFACE,235,59,"(-35.333748, 149.056313)"
PLAR493,WESTON,TANBARK SURFACE,211,58,"(-35.338470, 149.059113)"
PLAR727,WESTON,TANBARK SURFACE,322,92,"(-35.342541, 149.063347)"
PLGR396,WESTON,,2630,184,"(-35.338470, 149.059120)"
PLGR395,WESTON,,2677,185,"(-35.333748, 149.056305)"
PLGR394,WESTON,,2373,173,"(-35.341202, 149.053726)"
PLGR588,WESTON,,1583,153,"(-35.336912, 149.055023)"
PLGR608,WESTON,,490,78,"(-35.337460, 149.054794)"
PLGR410,WESTON,,2646,186,"(-35.342552, 149.063339)"
PLAR705,WESTON,TANBARK SURFACE,39,25,"(-35.337038, 149.054932)"
PLAR425,WESTON,TANBARK SURFACE,227,64,"(-35.344212, 149.066208)"
PLGR202,YARRALUMLA,,5696,280,"(-35.307102, 149.100693)"
PLGR211,YARRALUMLA,,6179,309,"(-35.291618, 149.089584)"
PLGR421,YARRALUMLA,,1767,149,"(-35.292652, 149.089005)"
PLAR628,YARRALUMLA,TANBARK SURFACE,374,70,"(-35.291674, 149.089325)"
PLAR629,YARRALUMLA,TANBARK SURFACE,175,48,"(-35.291569, 149.089500)"
PLAR250,YARRALUMLA,RUBBER SURFACE,358,147,"(-35.291552, 149.089828)"
PLAR237,YARRALUMLA,TANBARK SURFACE,189,51,"(-35.307129, 149.100853)"
PLAR238,YARRALUMLA,TANBARK SURFACE,21,21,"(-35.307251, 149.100479)"
PLAR239,YARRALUMLA,TANBARK SURFACE,48,27,"(-35.307291, 149.100784)"
PLAR522,YARRALUMLA,TANBARK SURFACE,43,23,"(-35.292652, 149.089012)"
PLAR236,YARRALUMLA,TANBARK SURFACE,120,45,"(-35.306984, 149.100830)"
PLAR758,,TANBARK SURFACE,134,46,"(-35.166698, 149.097359)"
PLAR770,,ASPHALT SURFACE,348,71,"(-35.337658, 149.053688)"
PLAR776,,TANBARK SURFACE,71,31,"(-35.421265, 149.142197)"
PLAR775,,TANBARK SURFACE,121,42,"(-35.341999, 149.227478)"
PLAR774,,TANBARK SURFACE,66,36,"(-35.342026, 149.227585)"
